Exercise 4 speed
36.23338;95.76699
36.23338;95.76699
19.09776;111.298
19.09776;111.298
19.09776;111.298
13.45899;122.8353
13.45899;122.8353
13.45899;122.8353
11.96991;113.5406
11.96991;113.5406
11.96991;113.5406
16.47473;89.5222
18.99912;47.09044
18.99912;47.09044
18.99912;47.09044
16.58054;39.26432
16.58054;39.26432
14.76377;18.68412
14.76377;18.68412
14.76377;18.68412
9.898636;26.01106
9.898636;26.01106
17.33173;31.41399
17.33173;31.41399
17.33173;31.41399
19.92761;54.15921
19.92761;54.15921
34.17068;60.86507
34.17068;60.86507
34.17068;60.86507
39.3349;81.47344
39.3349;81.47344
39.3349;81.47344
44.86579;87.91119
44.86579;87.91119
45.86124;90.2168
45.86124;90.2168
45.86124;90.2168
48.53893;65.07921
48.53893;65.07921
50.64305;41.80418
50.64305;41.80418
50.64305;41.80418
53.67369;25.15004
53.67369;25.15004
37.52264;31.11328
37.52264;31.11328
37.52264;31.11328
22.88593;51.96307
22.88593;51.96307
22.88593;51.96307
28.17258;78.00567
28.17258;78.00567
28.17258;78.00567
28.80814;84.49446
28.80814;84.49446
28.80814;84.49446
32.85133;90.41014
25.64578;88.80237
25.64578;88.80237
25.64578;88.80237
22.54982;83.6992
22.54982;83.6992
15.63214;83.29593
15.63214;83.29593
15.63214;83.29593
12.37059;86.56106
12.37059;86.56106
12.37059;86.56106
10.26272;92.1958
10.26272;92.1958
6.823329;114.7229
6.823329;114.7229
6.823329;114.7229
1.895438;126.0717
1.895438;126.0717
8.140487;166.8924
8.140487;166.8924
14.58042;144.5889
14.58042;144.5889
14.58042;144.5889
23.30367;104.7436
23.30367;104.7436
23.30367;104.7436
24.84929;53.4921
20.91908;46.12999
20.91908;46.12999
20.91908;46.12999
13.08085;72.67181
12.9892;82.9429
12.9892;82.9429
12.9892;82.9429
18.00338;120.5756
18.00338;120.5756
25.81279;109.5765
25.81279;109.5765
45.69765;104.4652
45.69765;104.4652
46.81261;95.22749
46.81261;95.22749
46.81261;95.22749
47.28323;91.14371
47.28323;91.14371
50.11732;62.55851
50.11732;62.55851
42.34669;37.0896
42.34669;37.0896
42.34669;37.0896
36.2546;20.72826
36.2546;20.72826
28.82438;10.39236
28.82438;10.39236
19.02907;11.44255
19.02907;11.44255
12.77732;24.09839
12.77732;24.09839
28.87254;43.43147
28.87254;43.43147
28.87254;43.43147
53.25951;60.01384
53.25951;60.01384
53.25951;60.01384
48.12661;49.42939
48.12661;49.42939
47.30834;43.99178
47.30834;43.99178
47.30834;43.99178
51.93615;32.9971
51.93615;32.9971
52.04886;31.80698
52.04886;31.80698
52.04886;31.80698
42.94089;10.36699
42.94089;10.36699
42.94089;10.36699
34.07078;16.40583
34.07078;16.40583
34.07078;16.40583
23.61611;23.15434
23.61611;23.15434
13.83124;28.93998
13.83124;28.93998
13.83124;28.93998
6.115153;41.02916
6.115153;41.02916
9.286762;39.27636
9.286762;39.27636
9.286762;39.27636
9.286762;39.27636
16.89509;46.22044
16.89509;46.22044
17.7046;21.96899
17.7046;21.96899
17.7046;21.96899
19.93237;16.57063
19.93237;16.57063
18.66491;33.09786
18.66491;33.09786
18.66491;33.09786
18.66491;33.09786
24.32187;49.09683
24.32187;49.09683
24.32187;49.09683
21.18834;63.40621
21.18834;63.40621
21.18834;63.40621
14.15607;61.08636
14.15607;61.08636
14.15607;61.08636
17.60303;45.10778
17.60303;45.10778
17.60303;45.10778
18.30156;39.3776
18.30156;39.3776
16.47565;27.9867
16.47565;27.9867
16.47565;27.9867
16.47565;27.9867
14.16317;13.38039
14.16317;13.38039
14.16317;13.38039
12.07914;5.589072
12.07914;5.589072
12.07914;5.589072
10.14873;30.76674
10.14873;30.76674
10.14873;30.76674
10.48582;35.16304
10.48582;35.16304
10.48582;35.16304
11.7737;40.70706
11.7737;40.70706
11.7737;40.70706
15.0365;46.39734
15.0365;46.39734
15.0365;46.39734
15.0365;46.39734
14.6583;61.14959
