Exercise 2 speed
27.7602;26.13043
6.015332;32.37343
7.819701;42.94417
9.541842;41.41543
6.866672;40.72121
46.21286;148.6951
220.6987;0
361.9656;813.0673
316.6552;442.0666
341.1823;494.8082
377.7445;452.6666
392.4253;533.1431
388.5204;531.5422
409.0995;519.8224
394.6195;509.4908
396.0653;408.7667
422.4113;470.0669
432.9678;548.2626
455.5393;520.7142
446.395;481.8737
433.8448;463.5266
452.7997;486.2175
394.925;470.4984
417.2204;484.3386
416.9934;452.4675
477.3988;478.5211
465.374;449.822
525.972;492.4448
488.5115;486.4455
486.7254;507.2982
497.7319;512.4128
520.3686;473.2462
501.4943;438.1249
455.0289;480.285
544.8433;479.7431
551.327;536.1531
532.0471;584.5985
536.0353;631.9784
569.2894;653.8419
644.5403;692.6294
725.6292;723.4889
690.5565;696.017
744.1046;725.2545
682.892;702.6251
842.9635;935.5576
629.684;816.1285
720.1211;954.8011
828.052;1061.373
844.851;1157.197
814.3624;1087.203
874.2739;975.0679
974.4847;1013.359
838.191;960.0008
898.1679;944.0166
1011.754;997.2714
1025.798;1065.179
930.6396;856.9325
973.4108;855.1498
1264.498;967.2291
1170.678;951.5904
1239.407;1234.871
1290.061;1153.137
1482.003;1065.143
1322.425;1089.159
1169.89;1117.376
938.1844;1115.885
1059.741;1088.669
999.9394;1078.432
794.9042;951.0636
905.0189;937.2137
675.7391;1011.919
403.6924;720.0364
