Exercise 5 speed
57.16113;284.5892
47.35817;256.2704
47.35817;256.2704
27.34251;208.173
35.67815;158.6888
35.67815;158.6888
43.98148;116.6375
59.04204;59.76928
59.04204;59.76928
42.8856;94.17563
60.46603;113.0589
60.46603;113.0589
96.17307;144.702
96.17307;144.702
115.5209;203.4123
115.5209;203.4123
125.1251;205.7715
116.9055;164.497
72.90583;70.96096
72.90583;70.96096
49.94899;99.01506
52.49309;117.106
52.49309;117.106
63.06802;127.8289
143.1911;154.7834
143.1911;154.7834
152.758;164.3248
152.758;164.3248
146.1435;147.2057
146.1435;147.2057
166.9805;147.9714
183.9299;114.5231
183.9299;114.5231
212.364;94.27932
212.364;94.27932
137.9521;75.49184
156.3013;47.92719
156.3013;47.92719
169.104;61.07049
169.104;61.07049
203.2087;67.34727
203.2087;67.34727
126.9982;51.09251
172.5657;48.57379
94.58771;48.82421
81.4771;44.20577
81.4771;44.20577
81.4771;44.20577
104.1441;33.1358
104.1441;33.1358
75.45982;32.77733
34.47297;30.06546
34.47297;30.06546
14.75103;26.76534
14.75103;26.76534
14.75103;26.76534
22.73634;26.04198
32.28969;26.58238
49.41771;23.35754
49.41771;23.35754
49.41771;23.35754
71.98085;14.42207
71.98085;14.42207
72.14935;10.61112
72.14935;10.61112
73.93066;8.916327
72.33333;7.402938
72.33333;7.402938
72.33333;7.402938
65.31525;5.92629
39.52324;3.195487
39.52324;3.195487
39.52324;3.195487
36.51436;12.14583
36.51436;12.14583
37.29782;10.76719
37.29782;10.76719
37.29782;10.76719
21.73842;11.39211
21.73842;11.39211
28.57728;16.70055
28.57728;16.70055
25.45735;19.05794
25.45735;19.05794
25.45735;19.05794
16.51818;13.07722
16.51818;13.07722
16.51818;13.07722
7.822427;10.52667
7.822427;10.52667
13.76513;17.3754
13.76513;17.3754
13.76513;17.3754
28.05723;32.50797
28.05723;32.50797
42.70191;44.76868
42.70191;44.76868
42.70191;44.76868
29.5524;61.81837
29.5524;61.81837
29.5524;61.81837
25.48647;67.49834
25.48647;67.49834
25.48647;67.49834
33.57738;60.05926
33.57738;60.05926
33.57738;60.05926
29.14979;51.80653
29.14979;51.80653
29.14979;51.80653
24.27925;40.63198
24.27925;40.63198
